ID	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00118_Glutathione biosynthesis	0	9.42712110224801e-05	0	0.0016989499851679	0.00362651239598062	0.00154013500325309	0.000206602515542144	0.000237601560745252	0.000408203070578729	0.00164787126459011	0.00136685035376634	0.00205962888925098	2.69738993806118e-05	8.72099180102185e-06	0.000330298743163667	0.000325148029188066	0.000301529908402202	0.000260642411643346
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00119_Pantothenate biosynthesis	0.00161277711941449	0.00184916606236403	0.00152371133297564	0.00145869443170981	0.00215216241594802	0.00183875853936239	0.00187820468674676	0.00190638127254198	0.00158962356153696	0.0018050032433652	0.00169889719511391	0.00179335752296094	0.00214892065065541	0.00198589441868983	0.00211079325566824	0.00230594596367797	0.00202141509409545	0.00224556919134793
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00120_Coenzyme A biosynthesis	0.0016173762937094	0.00164612037708484	0.00162716239010517	0.00158862855755959	0.000749047500836472	0.00140162451203643	0.0016309077363251	0.0014163280535049	0.001397364094848	0.00106366262555449	0.00145327350425407	0.00125087929163868	0.00197696204210401	0.00180898287072625	0.00141050321651437	0.00187852585409248	0.00157494377049562	0.00183213640046538
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00121_Heme biosynthesis	0.00370386836549945	0.00405607928450568	0.00438351936989539	0.00479775630732117	0.00417048925537771	0.00379823723162004	0.00389101404271037	0.00405593289240919	0.00437181309036195	0.00484490267889879	0.00418924850522064	0.00461404561586182	0.00410790009317234	0.00349088843235189	0.00439027986084925	0.00409474253968591	0.00397683007948484	0.00462280773892259
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00122_Cobalamin biosynthesis	0.00111913241176101	0.00127628716461204	0.00136064441241553	0.00210101029911816	0.000673495159253543	0.00164052334092388	0.00141491419734923	0.00122327678539938	0.00225835214132464	0.000954878947940967	0.000579944825641294	0.000924001383021425	0.00184321645767514	0.00189993035665119	0.00218025522311467	0.00129094380728081	0.00167717923300109	0.00134770102158344
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00123_Biotin biosynthesis, from pimeloyl-ACP/CoA	0.00267365332344	0.00182741116751269	0.0021707187919722	0.00225055712320942	0.00131676938187391	0.00345767932661028	0.00268896304319245	0.00297001950931565	0.00252584357323971	0.000640614990390775	0.000989317643741031	0.000632891269875965	0.00132958845696933	0.00177534475949373	0.00103342396466229	0.00190071696587682	0.0020356504116595	0.00198492677970458
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00124_Pyridoxal biosynthesis	0.00154532256308917	0.0017452260091854	0.00146584887729302	0.00144643649530889	0.00216511424593367	0.00176632644762524	0.00162151671289137	0.00162794194354364	0.001397364094848	0.00156124722500896	0.00188311496325879	0.00165525409044483	0.00155999051417872	0.00129070678655123	0.00171528531857526	0.00145400023734841	0.00135106104880643	0.001622723704214
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00125_Riboflavin biosynthesis	0.00454245114527105	0.00408025138989606	0.00426954786627811	0.0029688721963035	0.00280838846855404	0.00350596738776838	0.00457655875337294	0.0042489841605147	0.00442893365655215	0.00302579784769479	0.00358883503867436	0.00358075374667658	0.00312222885330582	0.00404404848373099	0.00258285111606953	0.00423174853418058	0.00449318387112638	0.00493782555023635
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00126_Tetrahydrofolate biosynthesis	0.00043998767421289	0.000256224317138023	0.000804814156312794	0.000745282533176105	0.000766316607483999	0.000523544242029928	0.000215993538975878	0.000380533749631068	0.000298141491822007	0.000201451254839866	0.00015010336663657	0.000277200414906427	0.000430458477615597	0.000294022009291594	9.07258350320801e-05	0.000144724642071839	0.000265294554602796	0.000182899071618693
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00127_Thiamine biosynthesis	0.00388783533729578	0.00357021996615905	0.00359799269881014	0.00299093648182516	0.00241119901566092	0.00335983246584255	0.00410387724054167	0.00415060226426862	0.00398311460336036	0.00307616066140476	0.00310895912412411	0.00314160470227284	0.00403147404492728	0.00465825547771724	0.00404438761478945	0.00347049691688271	0.00359506474481252	0.00310973360098613
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00129_Ascorbate biosynthesis, from glucose-1P	0.00820799305831293	0.00668358714043993	0.00552323440606819	0.00443001821529349	0.00623414749975715	0.00597247072218608	0.0049521996907223	0.00550010487881392	0.00371283680236284	0.00636988867803658	0.00917677400573577	0.007344320670209	0.00630627289269221	0.00798219920987814	0.00316122831439904	0.00566645215258609	0.00534212644585532	0.00519532227760124
Pathway module|Carbohydrate and lipid metabolism|Lipid metabolism|M00131_Inositol phosphate metabolism, from Ins(1,3,4,5)P4	0	0	0	0.000149546824091258	0.000157580598158682	6.98906148340924e-05	6.26068228915587e-06	1.48500975465783e-05	2.36841372008136e-05	6.04353764519599e-06	2.27429343388743e-06	1.6890347861682e-05	5.6195623709608e-06	2.4917119431491e-06	1.7011094068515e-05	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Polyamine biosynthesis|M00133_Polyamine biosynthesis, spermidine	0.00356895925284881	0.00318346627991298	0.00358396543682647	0.00292474362526017	0.00252776548553173	0.00365083157124268	0.00307086466283096	0.00330043417972702	0.00289085792304049	0.00369058698866635	0.00394817340122857	0.00372680557818641	0.002924420257848	0.00361921159742407	0.0022142774112517	0.00429832186953363	0.00370118256665364	0.00410242168257259
Pathway module|Nucleotide and amino acid metabolism|Polyamine biosynthesis|M00134_Polyamine biosynthesis, putrescine	0.00035107030451133	0.000198211264201112	0.00062771997376902	0.00102721507039733	0.00218238335258119	0.000851394762524398	4.06944348795132e-05	0.000120657042565948	0.000107275209674273	3.82757384195746e-05	4.54858686777485e-05	9.73678876732254e-05	2.69738993806118e-05	5.35718067777057e-05	0.00049899209267644	4.0522899780115e-05	2.97647549066551e-05	3.05580758478406e-05
Pathway module|Nucleotide and amino acid metabolism|Polyamine biosynthesis|M00136_GABA biosynthesis, prokaryotes	0	0	0	0.000252513489859009	0.000181325619799031	0.000430780335068315	1.56517057228897e-05	9.28131096661141e-05	5.01546434840759e-05	3.6261225871176e-05	3.41144015083114e-05	4.76903939623961e-05	1.01152122677294e-05	4.9834238862982e-06	6.52091939293076e-05	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00140_C1-unit interconversion, prokaryotes	0.00528905043914449	0.00521150592216582	0.00630174744616162	0.00618535470790563	0.0056340460437556	0.00486184531554977	0.00496472105530061	0.00473903737955179	0.00473961380924517	0.00586626054093691	0.00501254272828789	0.00524395623611514	0.00479910626480052	0.00446265609018004	0.00609847722356263	0.00553523514377428	0.00529294989427041	0.00548382646428233
Structural complex|Energy metabolism|ATP synthesis|M00142_NADH:ubiquinone oxidoreductase	0	0	0	0	0	0	5.94764817469808e-05	1.67063597399005e-05	2.78636908244866e-05	0	0	0	0	0	0	0	0	0
Structural complex|Energy metabolism|ATP synthesis|M00144_NADH:quinone oxidoreductase	0.0121065598022968	0.0101377810007252	0.0102328876170838	0.00759501739401175	0.00468208653981069	0.00943269152569941	0.0102675189542156	0.00997926555130059	0.00971746217503971	0.0108964983742884	0.0132955194145059	0.0119196178409764	0.0121922025200365	0.0123127945670713	0.0109820788123988	0.0133127374087149	0.0121414317623582	0.0127144064700434
Structural complex|Energy metabolism|ATP synthesis|M00149_Succinate dehydrogenase	0.00348770717363876	0.00318830070099106	0.00290715004611462	0.00192694760222506	0.00121531338031969	0.00243473487312947	0.00321173001433696	0.00353989200266559	0.00378388921396528	0.00373289175218272	0.00425520301480338	0.00391061230491648	0.00336162221030875	0.00369271709974697	0.00242266331359101	0.00332287778196943	0.00362741773927628	0.00350878612088146
Structural complex|Energy metabolism|ATP synthesis|M00150_Fumarate reductase	0.000355669478806238	0.000174039158810732	0.000610185896289439	0.00104192459407844	0.00186290487960195	0.00142576854261548	0.000228514903554189	0.000280295591191665	0.000252166401961604	0.000338438108130976	2.04686409049868e-05	4.86839438366127e-05	1.68586871128824e-05	3.48839672040874e-05	3.26045969646538e-05	8.77996161902492e-05	0.000119059019626621	0.000109649566277546
Structural complex|Energy metabolism|ATP synthesis|M00153_Cytochrome d ubiquinol oxidase	0.00279323185510761	0.00220691322214165	0.00237060727523943	0.00195636664958728	0.00238097807902775	0.00240550788874431	0.00316164455602372	0.00308139524091499	0.00289085792304049	0.00197422229743069	0.00261543744897054	0.00212520318094928	0.00160157527572383	0.00232476724295811	0.00131268942562041	0.00221911117843487	0.00208094460390876	0.00207974669152656
Structural complex|Energy metabolism|ATP synthesis|M00154_Cytochrome c oxidase	0	0	0	0	2.15863833094084e-05	1.65195998698764e-05	6.26068228915587e-05	4.45502926397348e-05	5.15478280253002e-05	6.04353764519599e-06	1.36457606033246e-05	2.18580972327649e-05	7.86738731934512e-06	1.24585597157455e-06	2.12638675856438e-05	0	0	0
Structural complex|Energy metabolism|ATP synthesis|M00157_F-type ATPase, prokaryotes and chloroplasts	0.00560179429119825	0.00576262992506647	0.00722579332933556	0.00657025391089461	0.00599238000669178	0.00534853814248536	0.00560644098993908	0.00529405977535515	0.00611886650505726	0.00549559023203156	0.00520358337673443	0.00521116909026599	0.00563979279549626	0.00567238223857893	0.00611123554411402	0.00521491126932195	0.00578342129034095	0.0051265666069436
Structural complex|Energy metabolism|ATP synthesis|M00159_V/A-type ATPase	0.00702447220642321	0.00914189025864153	0.00711357523346624	0.0042706650420815	0.00496918543782582	0.00601059287573195	0.00799802162439663	0.00759396863288146	0.00660090835632088	0.0106386407680933	0.00960888975817438	0.0104124026817898	0.0109941118225477	0.00869358296964721	0.0136329743047424	0.00916396433598887	0.0083794255661127	0.00876297763283663
Pathway module|Energy metabolism|Carbon fixation|M00165_Reductive pentose phosphate cycle (Calvin cycle)	0.0178723913100135	0.0168624607203287	0.0179706760088231	0.0150944228840963	0.0185167996028105	0.0160176581815224	0.0180025919224677	0.0171444376175246	0.0181685196021065	0.0146676658648907	0.0155470699140545	0.0146479057955751	0.0137027408853508	0.0155021858543021	0.0167488397016254	0.0182439883795761	0.0184593245212404	0.0186835670801444
Pathway module|Energy metabolism|Carbon fixation|M00166_Reductive pentose phosphate cycle to glyceraldehyde-3P	0.00446426518225761	0.00435823060188542	0.0041818774788802	0.00477569202179951	0.00448349181336413	0.00322005123617437	0.00367189016258992	0.00345450394177277	0.00355819331828694	0.00416601195008844	0.00347512036697999	0.0037377346268028	0.00375836331369858	0.00344354590543206	0.00470782028346153	0.0043928753023539	0.00457730165673214	0.0049328823320845
Pathway module|Energy metabolism|Carbon fixation|M00167_Reductive pentose phosphate cycle to ribulose-5P	0.0134081261277559	0.0125042301184433	0.0137887985299429	0.0103187308622968	0.0140333077894464	0.0127976069453481	0.0143307017598778	0.0136899336757518	0.0146103262838196	0.0105016539148022	0.0120719495470745	0.0109101711687723	0.00994437757165223	0.0120586399488701	0.0120410194181639	0.0138511130772222	0.0138820228645082	0.0137506847480599
Pathway module|Energy metabolism|Carbon fixation|M00168_CAM, dark	0.00162657464229922	0.00129804205946338	0.00122037179257888	0.00181662617461676	0.00233564667407799	0.00244108856538712	0.00170916626493955	0.00186368724209557	0.00185990136253448	0.00177277104259082	0.00147829073202683	0.00170691868390409	0.00146445795387238	0.00188124251707757	0.00120211731417506	0.00200298904627426	0.00186223836133377	0.00210041833107069
Pathway module|Energy metabolism|Carbon fixation|M00169_CAM, light	0.00810067899143174	0.00718394972202079	0.00819192099846051	0.00526846106511661	0.00446838134504754	0.00628380164281067	0.0066394535676498	0.00674565681053317	0.0063041600490401	0.00733484018871954	0.00785313522721329	0.00746056600549234	0.00734813975626834	0.00858270178817708	0.00749196934600849	0.00723719693453911	0.00759907133964691	0.00657582829237428
Pathway module|Energy metabolism|Carbon fixation|M00170_C4-dicarboxylic acid cycle, PEP carboxykinase type	0.00339572368774059	0.0037321730722746	0.00318594187803997	0.00307429044935143	0.00398484635891679	0.00422139313597918	0.00363432606885498	0.00411347702040218	0.00381732564295467	0.00387189311802223	0.00312487917816132	0.00383410896460181	0.00381006328751142	0.0033139768843883	0.00351987888101023	0.00376187586292068	0.00358600590636267	0.00416218968386322
Pathway module|Energy metabolism|Carbon fixation|M00171_C4-dicarboxylic acid cycle, NAD - malic enzyme type	0.00480000490578591	0.00476673918298284	0.00558460367724673	0.00417750472543448	0.00491953675621418	0.00450858002602472	0.00408196485252963	0.00396311978274307	0.00369193903424448	0.00509470223490022	0.00467822159350644	0.00487534923278079	0.00473841499119415	0.00486631342497019	0.00534290112868609	0.0048521348331952	0.00487883156513434	0.00459674349775825
Pathway module|Energy metabolism|Carbon fixation|M00172_C4-dicarboxylic acid cycle, NADP - malic enzyme type	0.00810067899143174	0.00718394972202079	0.00819192099846051	0.00612896820046139	0.00623846477641903	0.00736520006506181	0.0068804898357823	0.00699068342005172	0.00661066064810945	0.00801574543007828	0.00798959283324653	0.00792753444637414	0.00736050279348445	0.00859017692400652	0.00753591467235215	0.00723719693453911	0.00759907133964691	0.00658346781133624
Pathway module|Energy metabolism|Carbon fixation|M00173_Reductive citrate cycle (Arnon-Buchanan cycle)	0.0364607207519343	0.0343243896543389	0.0373703793322322	0.035454855246029	0.0337956417092098	0.0356162573194535	0.0337795112911405	0.0337245715282792	0.0331494329738917	0.0345992530187471	0.0360088879387396	0.0349660007233043	0.033923050208542	0.0363129640034834	0.0332325898540165	0.0399536495212991	0.0391225350253518	0.039586189727004
Pathway module|Energy metabolism|Nitrogen metabolism|M00175_Nitrogen fixation	0	0	0	2.45158728018456e-06	3.02209366331718e-05	5.84539687703318e-05	0	0	0	0	0	0	0	0	0	0	0	0
Pathway module|Energy metabolism|Sulfur metabolism|M00176_Assimilatory sulfate reduction	0.00247435577066064	0.0030698573845782	0.00256523553526278	0.00223584759952831	0.00188449126291136	0.00273081693233572	0.00226010630638527	0.00226278361365986	0.00218312017609853	0.000761485743294695	0.00124403850833642	0.000941885280757323	0.00187468600695252	0.00285051846296257	0.00178616487719408	0.00302185052646001	0.00281988699746094	0.00292593576243073
Structural complex|Genetic information processing|Ribosome|M00178_Ribosome, bacteria	0.00376519068943156	0.00346627991298042	0.00402582418931193	0.00181172300005639	0.00120667882699593	0.00244998373454782	0.00254183700939728	0.00231847147945953	0.00240881607177687	0.00139605719604027	0.00178759463903552	0.00150324095968969	0.00217477063756183	0.00267360691499898	0.00156927342782051	0.00306912724287014	0.00285094587214614	0.00290616288982331
Structural complex|Genetic information processing|Ribosome|M00179_Ribosome, archaea	5.36570334405963e-05	0.000147449842881315	0.000171833959299899	0.000198578569694949	0.000252560684720079	0.000129615322055953	3.13034114457794e-05	3.52689816731234e-05	3.20432444481596e-05	1.61161003871893e-05	6.82288030166228e-06	2.98064962264976e-05	0.000175330345973977	3.73756791472365e-05	1.134072937901e-05	0	0	0
Structural complex|Genetic information processing|RNA polymerase|M00183_RNA polymerase, bacteria	0.0218721398884854	0.0241237611795987	0.0237884829165483	0.0218264815554831	0.0195356768950146	0.0182223893949252	0.0203190443694554	0.0211966579855471	0.0219468360779069	0.0247039673810128	0.0211099916533431	0.0230294925344662	0.0226580754797139	0.0198776320264719	0.0220818176921049	0.0217839531246533	0.0217632123158791	0.0228160974550965
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00185_Sulfate TS	3.37272781626605e-05	0.000108774474256708	0.000156053289568276	0.000384899202988975	0.000662701967598839	0.000418072950553025	1.25213645783117e-05	5.01190792197016e-05	2.64705062832623e-05	4.43192760647706e-05	3.1840108074424e-05	5.46452430819122e-05	1.46108621644981e-05	1.1212703744171e-05	6.52091939293076e-05	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00188_NitT/TauT family TS	0	0	0	0	4.74900432806985e-05	2.16025536759922e-05	0	0	0	0	0	0	0	0	0	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00189_Molybdate TS	0	0	0	0.000259868251699563	0.000313002557986422	0.000208401106050748	1.56517057228897e-05	7.61067499262136e-05	5.71205661901976e-05	3.22322007743786e-05	4.7760162111636e-05	6.65678415725113e-05	2.02304245354589e-05	3.73756791472365e-06	3.82749616541588e-05	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00190_Iron(III) TS	0.000915235684686743	0.00152525985013295	0.00132031603421249	0.00200784998247115	0.00156933006659399	0.000651888825634353	0.00104240360114445	0.000662685603016055	0.000792722003956644	0.00215149940168977	0.00144190203708463	0.00188973186075995	0.00132734063202094	0.000417361750477474	0.00235461893731695	0.00217762344770761	0.00155035549470317	0.00150318770163274
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00191_Thiamine TS	0	0	0	0.000318706346423992	0.000347540771281476	0.000418072950553025	2.81730703012014e-05	5.01190792197016e-05	5.43341971077489e-05	2.21596380323853e-05	3.86629883760863e-05	4.86839438366127e-05	1.68586871128824e-05	6.22927985787275e-06	4.67805086884163e-05	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00192_Putative thiamine TS	0	0	0	8.8257142086644e-05	0.000114407831539865	0.000127073845152895	9.39102343373381e-06	2.22751463198674e-05	8.35910724734598e-06	3.82757384195746e-05	2.04686409049868e-05	3.47742455975805e-05	1.01152122677294e-05	2.4917119431491e-06	2.69342322751488e-05	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00193_Putative spermidine/putrescine TS	0	0	0	0.000316254759143808	0.000522390476087684	0.000261772121014964	1.56517057228897e-05	4.64065548330571e-05	5.71205661901976e-05	3.6261225871176e-05	2.50172277727617e-05	4.66968440881795e-05	7.86738731934512e-06	2.4917119431491e-06	1.27583205513863e-05	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00194_Maltose/maltodextrin TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.0011743103072084	0.00197083679614899	0.00111570836044242	0.00050085458313247	0.00070723589565579	0.00056284655465463	0.00109589482632887	0.000666367976129016	0.00106905966465705	0.00117111679810823	0.000353823095927172	0.00119644694948556	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00196_Raffinose/stachyose/melibiose TS	0.000815586908297064	0.00145032632342277	0.00102574353255552	0.000679089676611122	0.00161034419488187	0.000599788549121666	0.000657371640361367	0.000703523371269145	0.000607428459973808	0.00189364179549474	0.00108028938109653	0.00162246694459568	0.00226243581054882	0.000574339602895868	0.00214198026146052	0.000385932378858238	0.000676824644181767	0.000551393515666182
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00197_Putative fructooligosaccharide TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.000598187296365031	0.000882883077354805	0.000508295380611581	0.000457029807108379	0.000516040889743595	0.000426314469614645	0.00101531432439293	0.000577670532207406	0.000920027183524559	0.00114077116130504	0.000325168408580958	0.00109863315859159	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00198_Putative sn-glycerol-phosphate TS	0.000216161191860688	0.00056562726613488	0.000245477084714142	0.000429027774032297	0.000684288350908247	0.000482880611581002	0.000140865351506007	0.000128082091339237	0.00016718214494692	0.000153102953678298	0.000225155049954855	0.000139096982390322	0.000311323755351228	0.00010963532549856	0.000175781305374655	0.000452505714211284	0.00034552998087291	0.000193684274859107
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00200_Putative sorbitol/mannitol TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.000622703169166877	0.0010253532071969	0.000639181441119063	0.000466420830542112	0.000571728755543263	0.000451391791356683	0.00102538688713492	0.000591316292810731	0.000959769178493222	0.00114077116130504	0.000330151832467256	0.00111989702617724	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00201_alpha-Glucoside TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.000598187296365031	0.000882883077354805	0.000508295380611581	0.000457029807108379	0.000516040889743595	0.000426314469614645	0.00101531432439293	0.000577670532207406	0.000920027183524559	0.00114077116130504	0.000325168408580958	0.00109863315859159	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00202_Oligogalacturonide TS	0	0	0	4.90317456036911e-06	0.000196436088115617	0.000128344583604424	0	0	0	0	0	0	0	0	0	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00204_Trehalose/maltose TS	0	0	0	2.45158728018456e-05	0.000142470129842096	0.000130886060507482	9.39102343373381e-06	5.56878657996685e-05	2.5077321742038e-05	1.00725627419933e-05	1.36457606033246e-05	3.97419949686634e-05	0	4.9834238862982e-06	2.12638675856438e-05	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00205_N-Acetylglucosamine TS	2.14628133762385e-05	3.14237370074934e-05	4.55886014469121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00206_Cellobiose TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.000598187296365031	0.000882883077354805	0.000508295380611581	0.000457029807108379	0.000516040889743595	0.000426314469614645	0.00101531432439293	0.000577670532207406	0.000920027183524559	0.00114077116130504	0.000325168408580958	0.00109863315859159	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00207_Putative multiple sugar TS	0.00045685131329422	0.00086052695189751	0.000615446119533313	0.000911990468228655	0.00145708087338507	0.000843770331815224	0.000482072536265002	0.000625560359149609	0.000482041851263618	0.00102538688713492	0.000591316292810731	0.000959769178493222	0.00114863854862439	0.000332643544410405	0.00114399607610763	0.000270152665200767	0.000429647766478674	0.000437699498173481
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00208_Glycine betaine/proline TS	0	0	0	0.00101495713399641	0.00221260428921436	0.00124278220559532	2.50427291566235e-05	8.72443230861473e-05	8.91638106383572e-05	2.4174150580784e-05	3.41144015083114e-05	6.75613914467278e-05	1.01152122677294e-05	3.73756791472365e-06	3.54397793094063e-05	0	0	0
Structural complex|Environmental information processing|Mineral and organic ion transport system|M00209_Osmoprotectant TS	2.60619876711468e-05	1.69204737732657e-05	2.10408929754979e-05	0.00155920951019738	0.00194061585951582	0.00084885328562134	0.000228514903554189	0.000198620054685484	0.000151857114993452	5.03628137099666e-05	6.82288030166228e-05	7.35226906920274e-05	5.16999738128394e-05	2.99005433177892e-05	0.0004536291751604	0.000226735272579215	0.000411530089578971	0.000422869843717911
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00212_Ribose TS	0.000349537246413027	0.00114575779550399	0.000636487012508811	0.00174062696893103	0.00140311491511155	0.000740840517241379	0.000601025499758964	0.000625560359149609	0.000470896374933824	0.000392829946937739	0.000466230153946923	0.000415303847422533	0.00182186212066549	0.000450999861709987	0.00114683125845239	0.000795985531395117	0.0008657661318501	0.000679467804146102
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00213_L-Arabinose TS	0	0	0	0.000384899202988975	0.000556928689382737	0.000353265289525049	3.75640937349352e-05	0.000103950682826048	6.26933043550949e-05	2.82031756775813e-05	5.00344555455234e-05	5.06710435850459e-05	3.93369365967256e-05	6.22927985787275e-06	4.25277351712875e-05	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00214_Methyl-galactoside TS	0.000665347214663394	0.00145274353396181	0.00116776956014013	0.00198823728422967	0.00195356768950146	0.000738299040338321	0.000482072536265002	0.000373108700857779	0.000472289559475048	0.00177478555513922	0.00117126111845202	0.00159067334862075	0.000631638810495994	0.000536963923748631	0.00207818865870358	0.000978338580405634	0.00101847226571903	0.00106638697039597
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00215_D-Xylose TS	0	0	0	0.000833539675262749	0.00110954010210359	0.000659513256343526	3.75640937349352e-05	0.000141075926692493	0.000123993424168965	5.03628137099666e-05	6.82288030166228e-05	0.000126180834025506	1.68586871128824e-05	1.99336955451928e-05	4.67805086884163e-05	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00216_Multiple sugar TS	0.000252954586219954	0.000797679477882524	0.000403283782030376	0.00010786984032812	0.00106636733548478	0.000198235198438517	0.000385031960783086	0.000215326414425385	0.000243807294714258	0.000108783677613528	0.00030020673327314	0.000131148583396589	0.00069233008410237	0.000171928124077288	0.000480563407435549	0.000292343776985116	6.21177493704107e-05	9.07754606068205e-05
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00217_D-Allose TS	0	0	0	0.000365286504747499	0.00082028256575752	0.000139781229668185	3.13034114457794e-05	1.11375731599337e-05	6.96592270612165e-06	4.43192760647706e-05	0.00015920054037212	6.85549413209444e-05	2.47260744322275e-05	1.24585597157455e-06	0.000107736929100595	0	0	0
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00219_AI-2 TS	7.66529049151376e-05	0.000210297316896302	8.59169796499497e-05	0.000299093648182516	0.000291416174677014	0.000465090273259597	0.000134604669216851	0.000181913694945584	0.000111454763297946	0.000122885265452319	0.000184217768144882	0.00016294217937152	3.93369365967256e-05	3.98673910903856e-05	0.000171528531857526	2.31559427314943e-05	1.03529582284018e-05	5.70717004805257e-05
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00220_Rhamnose TS	0.000125710764060826	0.000606719845298526	0.000275285016429431	2.45158728018456e-06	0.000200753364777498	0.000153759352635003	0	0	0	7.25224517423519e-05	0	6.06065423272117e-05	0.000246136831848083	9.46850538396658e-05	8.36378791701988e-05	0.00030006242456228	5.56471504776596e-05	7.81927234930038e-05
Structural complex|Environmental information processing|Saccharide, polyol, and lipid transport system|M00221_Putative simple sugar TS	0.000783392688232706	0.00174039158810732	0.00146935569278894	0.00299583965638553	0.00321205383643997	0.0017510775862069	0.00222880289493949	0.00209572001626086	0.00221934297417036	0.00185133703197837	0.0017011714885478	0.00167611863780338	0.00243439441910022	0.000750005294887879	0.00244109199883191	0.00178493725221935	0.00210812111925831	0.00161508418525204
Structural complex|Environmental information processing|Phosphate and amino acid transport system|M00222_Phosphate TS	0.000470648836178945	0.000265893159294175	0.000562843887094568	0.000566316661722632	0.000643274222620371	0.000527356457384515	3.13034114457794e-05	9.28131096661141e-05	7.38387806848895e-05	2.01451254839866e-05	6.3680216148848e-05	8.6438839056843e-05	2.58499869064197e-05	8.72099180102185e-06	3.54397793094063e-05	0	0	0
Structural complex|Environmental information processing|Phosphate and amino acid transport system|M00223_Phosphonate TS	0	0	0	0.000171611109612919	0.00028278162135325	0.000191881506180872	6.26068228915587e-06	2.78439328998342e-05	3.62227980718326e-05	1.41015878387906e-05	9.09717373554971e-06	2.18580972327649e-05	5.6195623709608e-06	3.73756791472365e-06	1.84286852408913e-05	0	0	0
Structural complex|Environmental information processing|Phosphate and amino acid transport system|M00227_Glutamine TS	0	0	0	0.000323609520984361	0.000988656355570906	0.000475256180871828	0.000175299104096364	0.000128082091339237	0.000160216222240798	0.000414989584970125	4.54858686777485e-05	0.000275213315157994	0	0	0	0	0	0
